Volcano Name,Country,Continent,Area of Activity,VEI,Date,Evidence Method (dating);
223020,Nyamuragira,14083,2004,102090,Lava fountains,,,,,,,,;
223020,Nyamuragira,14083,2004,102091,Earthquakes (undefined),Before.,,,,,,,;
223020,Nyamuragira,14084,2006,102093,Explosion,,,,,,,,;
223020,Nyamuragira,14084,2006,102094,Ash,,,,,,,,;
223020,Nyamuragira,14084,2006,102095,Lava flow(s),,,,,,,,;
223020,Nyamuragira,14084,2006,102096,Lava fountains,,,,,,,,;
223020,Nyamuragira,14084,2006,102097,Earthquakes (undefined),Before.,,,,,,,;
223020,Nyamuragira,14085,2010,102100,Lava flow(s),,,,,,,,;
223020,Nyamuragira,14085,2010,102101,Property damage,,,,,,,,;
223020,Nyamuragira,14085,2010,102102,Lava fountains,,,,,,,,;
223020,Nyamuragira,14085,2010,102103,Cinder cone formation,,,,,,,,;
223020,Nyamuragira,14085,2010,102104,Volcanic tremor,,,,,,,,;
223020,Nyamuragira,14085,2010,102105,Earthquakes (undefined),Before.,,,,,,,;
223020,Nyamuragira,14085,2010,102106,Earthquakes (undefined),,,,,,,,;
223030,Nyiragongo,14086,1884,102108,Explosion,,,,,,,,;
223030,Nyiragongo,14087,1891,102110,Glow,,,,,,,,;
223030,Nyiragongo,14088,1894,102112,Lava lake,,,,,,,,;
223030,Nyiragongo,14090,1899,102115,Explosion,,,,,,,,;
223030,Nyiragongo,14090,1899,102116,Lapilli,,,,,,,,;
223030,Nyiragongo,14091,1900,102118,Explosion,,,,,,,,;
223030,Nyiragongo,14104,1982,102119,Phreatic activity,,,,,,,,;
223030,Nyiragongo,14104,1982,102120,Lava flow(s),,,,,,,,;
223030,Nyiragongo,14104,1982,102121,Lava lake,,,,,,,,;
223030,Nyiragongo,14104,1982,102122,Lava fountains,,,,,,,,;
223030,Nyiragongo,14104,1982,102123,Earthquakes (undefined),,,,,,,,;
223030,Nyiragongo,14105,1994,102125,Ash,,,,,,,,;
223030,Nyiragongo,14105,1994,102126,Lava flow(s),,,,,,,,;
223030,Nyiragongo,14105,1994,102127,Lava lake,,,,,,,,;
223030,Nyiragongo,14105,1994,102128,Lava fountains,,,,,,,,;
223030,Nyiragongo,14105,1994,102129,Volcanic tremor,,,,,,,,;
223030,Nyiragongo,14106,2002,102132,Explosion,,,,,,,,;
223030,Nyiragongo,14106,2002,102133,Ash,,,,,,,,;
223030,Nyiragongo,14106,2002,102134,Lava flow(s),,,,,,,,;
223030,Nyiragongo,14106,2002,102135,Property damage,,,,,,,,;
223030,Nyiragongo,14106,2002,102136,Fatalities,,,2002,,1,,17,;
223030,Nyiragongo,14106,2002,102137,Evacuations,,,,,,,,;
223030,Nyiragongo,14106,2002,102138,Lava fountains,,,,,,,,;
223030,Nyiragongo,14106,2002,102139,Earthquakes (undefined),,,,,,,,;
223030,Nyiragongo,14107,2002,102141,Explosion,,,,,,,,;
223030,Nyiragongo,14107,2002,102142,Ash,,,,,,,,;
223030,Nyiragongo,14107,2002,102143,Scoria,,,,,,,,;
223030,Nyiragongo,14107,2002,102144,Lava flow(s),,,,,,,,;
223030,Nyiragongo,14107,2002,102145,Lava lake,,,,,,,,;
223030,Nyiragongo,14107,2002,102146,Property damage,,,,,,,,;
223030,Nyiragongo,14107,2002,102147,Lava fountains,,,,,,,,;
223030,Nyiragongo,14107,2002,102148,Volcanic tremor,Before eruption.,,,,,,,;
223030,Nyiragongo,14107,2002,102149,Volcanic tremor,,,,,,,,;
223040,Karisimbi,14108,-8050,102150,Lava flow(s),,,,,,,,;
223050,Visoke,14109,1891,102151,Flames,,,,,,,,;
224010,Cameroon,14122,1865,102153,Explosion,,,,,,,,;
224010,Cameroon,14123,1866,102154,Explosion,Uncertain,,,,,,,;
224010,Cameroon,14124,1868,102156,Explosion,,,,,,,,;
224010,Cameroon,14124,1868,102157,Evacuations,,,,,,,,;
224010,Cameroon,14125,1871,102158,Explosion,Uncertain,,,,,,,;
224010,Cameroon,14126,1909,102160,Explosion,,,,,,,,;
224010,Cameroon,14126,1909,102161,Lava flow(s),,,,,,,,;
224010,Cameroon,14126,1909,102162,Crater formation,Parasitic.,,,,,,,;
224010,Cameroon,14126,1909,102163,Earthquakes (undefined),Before.,,,,,,,;
224010,Cameroon,14126,1909,102164,Blocks,,,,,,,,;
224010,Cameroon,14128,1922,102168,Explosion,,,,,,,,;
224010,Cameroon,14128,1922,102169,Lava flow(s),,,,,,,,;
224010,Cameroon,14128,1922,102170,Property damage,,,,,,,,;
224010,Cameroon,14128,1922,102171,Crater formation,Parasitic.,,,,,,,;
224010,Cameroon,14128,1922,102172,Earthquakes (undefined),,,,,,,,;
224010,Cameroon,14128,1922,102173,Lava flow(s),Entered water.,,,,,,,;
224010,Cameroon,14130,1954,102176,Explosion,,,,,,,,;
224010,Cameroon,14130,1954,102177,Ash,,,,,,,,;
224010,Cameroon,14130,1954,102178,Phreatic activity,,,,,,,,;
224010,Cameroon,14130,1954,102179,Lava flow(s),weak or small,,,,,,,;
224010,Cameroon,14130,1954,102180,Eruption cloud,,,,,,,,;
224010,Cameroon,14130,1954,102181,Earthquakes (undefined),Before.,,,,,,,;
224010,Cameroon,14131,1959,102183,Explosion,,,,,,,,;
224010,Cameroon,14131,1959,102184,Ash,,,,,,,,;
224010,Cameroon,14135,2000,102185,Earthquakes (undefined),Before.,,,,,,,;
224010,Cameroon,14135,2000,102186,Earthquakes (undefined),,,,,,,,;
224010,Cameroon,14135,2000,102187,Blocks,,,,,,,,;
"231080,""Yar, Jabal"",14136,1810,102188,Explosion,Uncertain,,,,,,,";
"231080,""Yar, Jabal"",14136,1810,102189,Lava flow(s),Uncertain,,,,,,,";
"225030,""Marra, Jebel"",14139,-2000,102200,Explosion,extremely violent or catastrophic,,,,,,,";
"225030,""Marra, Jebel"",14139,-2000,102201,Caldera formation,Explosion,,,,,,,";
"225030,""Marra, Jebel"",14139,-2000,102202,Pumice,,,,,,,,";
225050,Meidob Volcanic Field,14140,-6050,102204,Explosion,,,,,,,,;
225050,Meidob Volcanic Field,14140,-6050,102205,Bombs,,,,,,,,;
225050,Meidob Volcanic Field,14140,-6050,102206,Pyroclastic flow,,,,,,,,;
225050,Meidob Volcanic Field,14140,-6050,102207,Pumice,,,,,,,,;
225050,Meidob Volcanic Field,14141,-5250,102209,Explosion,,,,,,,,;
225050,Meidob Volcanic Field,14141,-5250,102210,Pumice,,,,,,,,;
225050,Meidob Volcanic Field,14142,-4150,102212,Explosion,,,,,,,,;
225050,Meidob Volcanic Field,14142,-4150,102213,Pyroclastic flow,,,,,,,,;
225050,Meidob Volcanic Field,14142,-4150,102214,Pumice,,,,,,,,;
225050,Meidob Volcanic Field,14143,-3050,102216,Explosion,,,,,,,,;
225050,Meidob Volcanic Field,14143,-3050,102217,Pyroclastic flow,,,,,,,,;
"231090,""Arhab, Harra of"",14156,200,102219,Explosion,,,,,,,,";
"231090,""Arhab, Harra of"",14156,200,102220,Lapilli,,,,,,,,";
"231090,""Arhab, Harra of"",14156,200,102221,Bombs,,,,,,,,";
"231090,""Arhab, Harra of"",14156,200,102222,Lava flow(s),,,,,,,,";
"231090,""Arhab, Harra of"",14156,200,102223,Property damage,,,,,,,,";
"231090,""Arhab, Harra of"",14157,500,102225,Lava flow(s),,,,,,,,";
"231090,""Arhab, Harra of"",14157,500,102226,Property damage,,,,,,,,";
"231110,""Haylan, Jabal"",14158,-1200,102227,Lava flow(s),,,,,,,,";
"231120,""Dhamar, Harras of"",14159,1937,102228,Explosion,Uncertain,,,,,,,";
"231160,""Sawad, Harra Es-"",14160,1253,102229,Explosion,Uncertain,,,,,,,";
232010,Damavand,14163,-5350,102233,Lava flow(s),,,,,,,,;
"233020,""Fournaise, Piton de la"",14166,1842,102239,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14167,1843,102240,Lava flow(s),,,,,,,,";
233005,Mayotte Island,14169,-4050,102245,Explosion,,,,,,,,;
233005,Mayotte Island,14169,-4050,102246,Pumice,,,,,,,,;
233005,Mayotte Island,14170,-3550,102247,Explosion,,,,,,,,;
233005,Mayotte Island,14170,-3550,102248,Pumice,,,,,,,,;
233005,Mayotte Island,14171,-2050,102249,Explosion,,,,,,,,;
233005,Mayotte Island,14171,-2050,102250,Pumice,,,,,,,,;
233010,Karthala,14185,1858,102253,Explosion,,,,,,,,;
233010,Karthala,14185,1858,102254,Lava flow(s),,,,,,,,;
233010,Karthala,14185,1858,102255,Cinder cone formation,,,,,,,,;
233010,Karthala,14185,1858,102256,Earthquakes (undefined),,,,,,,,;
233010,Karthala,14185,1858,102257,Lava flow(s),Entered water.,,,,,,,;
233010,Karthala,14186,1859,102259,Explosion,,,,,,,,;
233010,Karthala,14186,1859,102260,Lava flow(s),,,,,,,,;
233010,Karthala,14186,1859,102261,Cinder cone formation,,,,,,,,;
233010,Karthala,14186,1859,102262,Lava flow(s),Entered water.,,,,,,,;
233010,Karthala,14187,1860,102264,Lava flow(s),,,,,,,,;
233010,Karthala,14187,1860,102265,Lava flow(s),Entered water.,,,,,,,;
233010,Karthala,14189,1865,102272,Explosion,Uncertain,,,,,,,;
233010,Karthala,14189,1865,102273,Cinder cone formation,,,,,,,,;
233010,Karthala,14189,1865,102274,Earthquakes (undefined),,,,,,,,;
233010,Karthala,14190,1872,102277,Explosion,,,,,,,,;
233010,Karthala,14190,1872,102278,Lava flow(s),,,,,,,,;
233010,Karthala,14190,1872,102279,Cinder cone formation,,,,,,,,;
233010,Karthala,14190,1872,102280,Lava flow(s),Entered water.,,,,,,,;
233010,Karthala,14191,1876,102283,Lava flow(s),,,,,,,,;
233010,Karthala,14197,1928,102284,Glow,,,,,,,,;
233010,Karthala,14198,1948,102287,Explosion,,,,,,,,;
233010,Karthala,14198,1948,102288,Ash,weak or small,,,,,,,;
233010,Karthala,14198,1948,102289,Scoria,,,,,,,,;
233010,Karthala,14198,1948,102290,Lava lake,,,,,,,,;
233010,Karthala,14199,1952,102293,Explosion,,,,,,,,;
233010,Karthala,14199,1952,102294,Lightning,,,,,,,,;
233010,Karthala,14200,1956,102296,Explosion,Uncertain,,,,,,,;
233010,Karthala,14200,1956,102297,Ash,Uncertain,,,,,,,;
233010,Karthala,14200,1956,102298,Lava flow(s),Uncertain,,,,,,,;
233010,Karthala,14201,1965,102300,Explosion,,,,,,,,;
233010,Karthala,14201,1965,102301,Ash,,,,,,,,;
233010,Karthala,14201,1965,102302,Lava flow(s),,,,,,,,;
233010,Karthala,14201,1965,102303,Lava lake,,,,,,,,;
233010,Karthala,14202,1972,102305,Ash,,,,,,,,;
233010,Karthala,14202,1972,102306,Lava flow(s),,,,,,,,;
233010,Karthala,14202,1972,102307,Lava lake,,,,,,,,;
233010,Karthala,14202,1972,102308,Cinder cone formation,,,,,,,,;
233010,Karthala,14203,1977,102310,Explosion,,,,,,,,;
233010,Karthala,14203,1977,102311,Ash,,,,,,,,;
233010,Karthala,14203,1977,102312,Lava flow(s),,,,,,,,;
233010,Karthala,14203,1977,102313,Property damage,,,,,,,,;
233010,Karthala,14203,1977,102314,Fatalities,Uncertain,,1977,,4,,5,;
233010,Karthala,14203,1977,102315,Evacuations,,,,,,,,;
233010,Karthala,14203,1977,102316,Lava fountains,,,,,,,,;
233010,Karthala,14206,2005,102317,Loud audible noises,,,,,,,,;
233010,Karthala,14206,2005,102318,Volcanic tremor,,,,,,,,;
233010,Karthala,14206,2005,102319,Volcanic tremor,After eruption.,,,,,,,;
233010,Karthala,14206,2005,102320,Earthquakes (undefined),Before.,,,,,,,;
233010,Karthala,14206,2005,102321,Earthquakes (undefined),,,,,,,,;
233010,Karthala,14206,2005,102322,Lightning,,,,,,,,;
233010,Karthala,14206,2005,102323,Blocks,,,,,,,,;
233010,Karthala,14207,2006,102325,Lava lake,,,,,,,,;
233010,Karthala,14207,2006,102326,Lava fountains,,,,,,,,;
233010,Karthala,14207,2006,102327,Volcanic tremor,,,,,,,,;
233010,Karthala,14207,2006,102328,Earthquakes (undefined),Before.,,,,,,,;
233010,Karthala,14208,2007,102330,Explosion,,,,,,,,;
233010,Karthala,14208,2007,102331,Ash,,,,,,,,;
233010,Karthala,14208,2007,102332,Lava lake,,,,,,,,;
233010,Karthala,14208,2007,102333,Volcanic tremor,,,,,,,,;
233010,Karthala,14208,2007,102334,Earthquakes (undefined),Before.,,,,,,,;
"233020,""Fournaise, Piton de la"",14209,-2800,102336,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14209,-2800,102337,Scoria,,,,,,,,";
"233020,""Fournaise, Piton de la"",14210,-2700,102339,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14210,-2700,102340,Ash,,,,,,,,";
"233020,""Fournaise, Piton de la"",14210,-2700,102341,Lapilli,,,,,,,,";
"233020,""Fournaise, Piton de la"",14210,-2700,102342,Pyroclastic flow,,,,,,,,";
"233020,""Fournaise, Piton de la"",14210,-2700,102343,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14210,-2700,102344,Edifice destroyed,Collapse/avalanche,,,,,,,";
"233020,""Fournaise, Piton de la"",14210,-2700,102345,Debris avalanches,,,,,,,,";
"233020,""Fournaise, Piton de la"",14211,-1790,102347,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14211,-1790,102348,Scoria,,,,,,,,";
"233020,""Fournaise, Piton de la"",14229,1734,102350,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14230,1734,102351,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14231,1751,102352,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14231,1751,102353,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14231,1751,102354,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14232,1753,102355,Scoria,,,,,,,,";
"233020,""Fournaise, Piton de la"",14232,1753,102356,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14232,1753,102357,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14232,1753,102358,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14234,1760,102361,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14234,1760,102362,Scoria,,,,,,,,";
"233020,""Fournaise, Piton de la"",14234,1760,102363,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14234,1760,102364,Phreatomagmatic eruption,,,,,,,,";
"233020,""Fournaise, Piton de la"",14235,1766,102367,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14235,1766,102368,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14235,1766,102369,Lava flow(s),Uncertain,,,,,,,";
"233020,""Fournaise, Piton de la"",14235,1766,102370,Lava dome formation,,,,,,,,";
"233020,""Fournaise, Piton de la"",14235,1766,102371,Phreatomagmatic eruption,,,,,,,,";
"233020,""Fournaise, Piton de la"",14235,1766,102372,Lava flow(s),Entered water. Uncertain,,,,,,,";
"233020,""Fournaise, Piton de la"",14236,1768,102374,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14236,1768,102375,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14236,1768,102376,Cinder cone formation,,,,,,,,";
"233020,""Fournaise, Piton de la"",14237,1771,102377,Explosion,Uncertain,,,,,,,";
"233020,""Fournaise, Piton de la"",14238,1772,102379,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14238,1772,102380,Ash,,,,,,,,";
"233020,""Fournaise, Piton de la"",14239,1772,102382,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14247,1791,102383,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14248,1792,102384,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14248,1792,102385,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14249,1794,102386,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14249,1794,102387,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14250,1795,102388,Lava flow(s),Uncertain,,,,,,,";
"233020,""Fournaise, Piton de la"",14251,1797,102389,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14251,1797,102390,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14252,1800,102392,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14252,1800,102393,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14253,1801,102395,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14253,1801,102396,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14253,1801,102397,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14253,1801,102398,Lava lake,,,,,,,,";
"233020,""Fournaise, Piton de la"",14253,1801,102399,Lava fountains,,,,,,,,";
"233020,""Fournaise, Piton de la"",14253,1801,102400,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14254,1802,102403,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14254,1802,102404,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14254,1802,102405,Phreatomagmatic eruption,,,,,,,,";
"233020,""Fournaise, Piton de la"",14255,1807,102408,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14255,1807,102409,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14256,1809,102411,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14256,1809,102412,Lava fountains,,,,,,,,";
"233020,""Fournaise, Piton de la"",14257,1810,102414,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14266,1821,102416,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14266,1821,102417,Earthquakes (undefined),,,,,,,,";
"233020,""Fournaise, Piton de la"",14266,1821,102418,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14267,1824,102419,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14268,1824,102420,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14269,1830,102422,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14269,1830,102423,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14270,1832,102425,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14270,1832,102426,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14271,1844,102429,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14271,1844,102430,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14271,1844,102431,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14272,1844,102432,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14272,1844,102433,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14272,1844,102434,Lava fountains,,,,,,,,";
"233020,""Fournaise, Piton de la"",14272,1844,102435,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14273,1845,102436,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14274,1846,102437,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14275,1847,102438,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14276,1848,102439,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14277,1849,102440,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14278,1850,102441,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14278,1850,102442,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14279,1851,102444,Lava lake,,,,,,,,";
"233020,""Fournaise, Piton de la"",14279,1851,102445,Crater formation,Summit.,,,,,,,";
"233020,""Fournaise, Piton de la"",14280,1852,102447,Lava lake,,,,,,,,";
"233020,""Fournaise, Piton de la"",14293,1874,102450,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14293,1874,102451,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14293,1874,102452,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14294,1875,102453,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14295,1876,102454,Lava flow(s),Uncertain,,,,,,,";
"233020,""Fournaise, Piton de la"",14296,1878,102456,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14298,1884,102458,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14299,1889,102461,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14299,1889,102462,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14299,1889,102463,Property damage,,,,,,,,";
"233020,""Fournaise, Piton de la"",14299,1889,102464,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14300,1890,102467,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14300,1890,102468,Phreatic activity,,,,,,,,";
"233020,""Fournaise, Piton de la"",14300,1890,102469,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14300,1890,102470,Property damage,,,,,,,,";
"233020,""Fournaise, Piton de la"",14300,1890,102471,Lava fountains,,,,,,,,";
"233020,""Fournaise, Piton de la"",14300,1890,102472,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14301,1894,102473,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14301,1894,102474,Property damage,,,,,,,,";
"233020,""Fournaise, Piton de la"",14301,1894,102475,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14302,1897,102477,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14302,1897,102478,Lava flow(s),Entered water.,,,,,,,";
"233020,""Fournaise, Piton de la"",14303,1898,102479,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14304,1898,102481,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14315,1909,102482,Lava fountains,,,,,,,,";
"233020,""Fournaise, Piton de la"",14316,1910,102484,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14316,1910,102485,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14316,1910,102486,Cinder cone formation,,,,,,,,";
"233020,""Fournaise, Piton de la"",14317,1913,102488,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14317,1913,102489,Lava flow(s),,,,,,,,";
241030,Taranaki [Egmont],14318,1700,102490,Explosion,,,,,,,,;
241030,Taranaki [Egmont],14318,1700,102491,Tephra,,,,,,,,;
"233020,""Fournaise, Piton de la"",14319,1915,102495,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14319,1915,102496,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14320,1917,102498,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14321,1920,102500,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14322,1921,102503,Explosion,Uncertain,,,,,,,";
"233020,""Fournaise, Piton de la"",14322,1921,102504,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14323,1924,102505,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14324,1924,102507,Explosion,Uncertain,,,,,,,";
"233020,""Fournaise, Piton de la"",14324,1924,102508,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14325,1925,102511,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14325,1925,102512,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14326,1926,102514,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14336,1938,102515,Explosion,,,,,,,,";
"233020,""Fournaise, Piton de la"",14336,1938,102516,Lava flow(s),,,,,,,,";
"233020,""Fournaise, Piton de la"",14336,1938,102517,Property damage,,,,,,,,";
"233020,""Fournaise, Piton de la"",14336,1938,102518,Lava fountains,,,,,,,,";
"233020,""Fournaise, Piton de la"",14336,1938,102519,Cinder cone formation,,,,,,,,";
"233020,""Fournaise, Piton de la"",14336,1938,102520,Fauna kill,Terrestrial.,,,,,,,";
"233020,""Fournaise, Piton de la"",14337,1941,102521,Explosion,,,,,,,,";
